engine,max_power,mileage,km_driven
1968.0,147.51,16.55,44000
1364.0,67.04,23.59,90000
1197.0,81.86,18.9,32000
1197.0,82.85,18.5,70000
814.0,55.2,21.1,43000
1248.0,74.0,22.95,80000
1248.0,74.0,22.3,60000
814.0,55.2,21.1,18945
1186.0,73.97,24.0,70000
1196.0,73.0,15.1,100000
1198.0,67.0,20.62,60000
1248.0,73.9,19.3,144000
1493.0,100.0,18.49,120000
1396.0,90.0,21.9,107825
796.0,47.3,22.05,15000
799.0,53.3,25.17,10000
1462.0,103.2,19.01,1620
1396.0,88.76,21.19,30000
2179.0,120.0,18.49,70000
2523.0,63.0,15.96,70000
2494.0,100.57,12.99,95000
1047.0,69.0,24.7,50000
1498.0,98.6,25.1,160000
1086.0,68.0,20.3,10000
1248.0,88.76,20.77,100000
1248.0,74.0,25.2,50000
998.0,67.1,20.2,60000
936.0,57.6,25.44,110000
1396.0,88.73,21.19,80000
1248.0,88.8,21.5,85000
1061.0,67.0,18.9,90000
1396.0,69.0,25.0,90000
796.0,37.0,16.1,90000
1582.0,126.32,22.32,120000
1493.0,110.0,18.1,120000
2956.0,138.1,13.93,160000
993.0,60.0,17.3,141000
1248.0,75.0,17.8,100000
1396.0,88.7,22.1,15000
1248.0,73.9,19.3,108000
1248.0,74.0,23.4,108000
936.0,56.3,25.44,55000
1248.0,75.0,18.4,37944
1399.0,68.0,20.0,90400
1493.0,110.0,16.8,85000
1527.0,58.0,20.8,120000
1197.0,81.8,21.21,5000
1461.0,83.8,19.87,50000
999.0,72.0,20.0,5000
1248.0,88.5,24.3,90000
1248.0,88.8,20.77,96000
1196.0,73.0,15.37,80000
1061.0,64.0,18.2,60000
2179.0,140.0,15.1,90000
2494.0,102.0,12.8,193623
1396.0,88.73,22.54,63186
2523.0,63.0,13.6,219000
2494.0,100.0,12.99,110000
2494.0,102.0,12.8,151000
1197.0,83.1,21.4,5000
796.0,46.3,19.7,91500
1248.0,74.0,25.2,23000
1598.0,103.6,20.54,40000
1248.0,73.94,23.2,70000
2755.0,171.5,11.36,10000
2523.0,75.0,14.0,90000
1198.0,86.8,19.4,68000
1582.0,126.24,22.7,120000
1248.0,76.9,22.1,65000
1341.0,83.0,15.3,85000
998.0,67.1,18.9,94000
1396.0,88.73,22.54,100000
1396.0,88.73,22.54,80000
1199.0,73.9,22.07,80000
1396.0,52.8,17.88,140500
1298.0,85.8,17.5,143000
998.0,67.1,20.92,60000
1248.0,75.0,18.4,120000
2199.0,194.3,13.01,80000
2523.0,63.0,18.06,63000
995.0,62.0,18.0,120000
1248.0,74.02,28.4,100000
1591.0,121.3,17.0,60000
2499.0,72.4,13.58,90000
1248.0,88.76,20.77,50000
2179.0,120.0,15.4,70000
,,,40000
1405.0,70.0,16.1,120000
2523.0,75.0,14.0,195000
998.0,67.04,20.51,40000
1405.0,62.0,16.8,40000
2179.0,138.03,13.93,120000
998.0,67.1,18.9,360003
796.0,37.0,16.1,60000
799.0,53.3,25.17,20000
2523.0,62.1,15.96,37000
1248.0,88.5,25.1,57000
1493.0,110.0,16.2,110000
1599.0,103.2,13.9,110000
2494.0,100.57,12.99,120000
1047.0,69.0,24.7,8079
2494.0,100.6,12.99,114368
1399.0,67.0,17.8,79990
1399.0,68.0,20.0,81632
1498.0,99.23,26.1,155201
1498.0,89.84,22.7,101504
1399.0,67.0,17.8,90165
1498.0,99.23,25.5,86017
2179.0,140.0,15.1,85036
,,,160254
1498.0,98.59,22.77,125531
1591.0,121.3,17.0,10000
1199.0,84.0,23.84,20000
2179.0,120.0,15.4,170000
1497.0,108.5,21.5,40000
1497.0,118.0,17.0,120000
1248.0,73.94,23.2,100000
1399.0,68.0,17.8,110000
1405.0,68.0,16.8,120000
796.0,46.3,19.7,206000
998.0,67.04,23.1,40000
1991.0,123.7,16.52,170000
1086.0,68.05,19.81,70000
1396.0,88.7,21.38,105000
1197.0,81.86,19.1,46000
1199.0,73.9,22.07,80000
1599.0,103.2,16.2,60000
1498.0,98.6,25.1,70000
796.0,46.3,19.7,90000
1248.0,74.02,28.4,25000
796.0,47.3,22.74,53000
2179.0,118.35,13.55,90000
2494.0,102.0,12.8,60000
2982.0,168.5,13.0,150000
2498.0,105.0,16.55,24000
1498.0,98.6,24.2,100000
1198.0,82.0,18.15,6000
2179.0,140.0,15.1,49700
2494.0,102.0,12.8,80000
,,,100000
1197.0,81.8,21.21,10000
799.0,53.3,25.17,21000
998.0,67.1,20.92,25000
799.0,53.3,25.17,22000
1248.0,88.5,24.52,50000
998.0,67.05,23.95,20000
1497.0,117.3,15.4,15000
1498.0,99.0,25.83,30000
1582.0,126.2,19.67,74000
1199.0,88.7,18.2,6550
1120.0,70.0,24.0,30000
2993.0,241.0,11.2,56000
1197.0,81.8,21.21,41779
1199.0,88.7,18.7,54000
2143.0,204.0,13.0,31000
1248.0,74.0,26.8,37000
1991.0,147.9,18.1,90000
1798.0,138.03,14.28,13534
1794.0,138.1,14.53,7000
2143.0,136.0,17.9,23000
2755.0,171.5,11.36,43000
1493.0,113.4,17.8,5000
1248.0,88.5,28.09,70000
1498.0,103.52,21.66,99000
1197.0,81.8,22.0,15000
2993.0,261.4,17.09,28156
1199.0,88.7,18.7,30000
2755.0,174.5,12.9,100000
1582.0,126.2,19.67,63309
2755.0,171.5,11.36,94000
1197.0,81.86,17.4,29000
1999.0,177.0,13.6,9000
2487.0,214.56,22.37,20000
1999.0,177.0,19.33,45000
2179.0,147.94,14.1,110000
1969.0,190.0,18.0,20000
2494.0,157.7,19.16,68089
998.0,67.05,21.79,58343
1248.0,74.0,27.39,38817
1199.0,88.7,18.2,56494
2494.0,100.6,12.99,79328
1197.0,81.8,22.0,5621
1496.0,88.73,16.78,25538
1197.0,81.8,22.0,69779
1186.0,73.97,24.0,56290
1995.0,190.0,16.78,7500
1995.0,190.0,16.78,8500
1199.0,88.76,19.0,7032
1598.0,103.5,14.3,11000
1984.0,150.0,16.8,2000
1999.0,177.0,13.6,9000
2487.0,214.56,22.37,20000
1999.0,177.0,19.33,45000
2179.0,147.94,14.1,110000
1969.0,190.0,18.0,20000
2494.0,157.7,19.16,68089
998.0,67.05,21.79,58343
1248.0,74.0,27.39,38817
1199.0,88.7,18.2,56494
2494.0,100.6,12.99,79328
1197.0,81.8,22.0,5621
1496.0,88.73,16.78,25538
1197.0,81.8,22.0,69779
1186.0,73.97,24.0,56290
1995.0,190.0,16.78,7500
1995.0,190.0,16.78,8500
1199.0,88.76,19.0,7032
1598.0,103.5,14.3,11000
1984.0,150.0,16.8,2000
1999.0,177.0,13.6,9000
2487.0,214.56,22.37,20000
1999.0,177.0,19.33,45000
2179.0,147.94,14.1,110000
1969.0,190.0,18.0,20000
2494.0,157.7,19.16,68089
998.0,67.05,21.79,58343
1248.0,74.0,27.39,38817
1199.0,88.7,18.2,56494
2494.0,100.6,12.99,79328
1197.0,81.8,22.0,5621
1496.0,88.73,16.78,25538
1197.0,81.8,22.0,69779
1186.0,73.97,24.0,56290
1995.0,190.0,16.78,7500
1995.0,190.0,16.78,8500
1199.0,88.76,19.0,7032
1598.0,103.5,14.3,11000
1984.0,150.0,16.8,2000
1999.0,177.0,13.6,9000
2487.0,214.56,22.37,20000
1999.0,177.0,19.33,45000
2179.0,147.94,14.1,110000
1969.0,190.0,18.0,20000
2494.0,157.7,19.16,68089
998.0,67.05,21.79,58343
1248.0,74.0,27.39,38817
1199.0,88.7,18.2,56494
2494.0,100.6,12.99,79328
1197.0,81.8,22.0,5621
1496.0,88.73,16.78,25538
1197.0,81.8,22.0,69779
1186.0,73.97,24.0,56290
1995.0,190.0,16.78,7500
1995.0,190.0,16.78,8500
1199.0,88.76,19.0,7032
1598.0,103.5,14.3,11000
1984.0,150.0,16.8,2000
1396.0,69.01,25.0,155000
998.0,67.04,23.1,35000
1186.0,73.97,24.0,50000
2499.0,80.0,14.8,185000
1396.0,69.0,19.09,175000
799.0,53.3,25.17,11500
1186.0,73.97,25.4,3000
1248.0,74.0,22.1,80000
796.0,46.3,19.7,40000
796.0,46.3,19.7,40000
1248.0,73.94,23.2,90000
1248.0,88.5,23.65,100000
2179.0,115.0,13.5,120000
1248.0,88.5,24.3,50000
1461.0,65.0,21.03,25000
2179.0,120.0,12.05,50000
1493.0,100.0,18.49,71000
998.0,67.04,20.51,40000
1197.0,81.86,18.6,31800
1197.0,78.9,20.36,65000
796.0,47.3,22.74,15000
1461.0,65.0,20.8,70000
1196.0,86.8,18.16,5000
814.0,55.2,21.1,50000
1396.0,53.5,17.2,80000
2499.0,72.4,13.58,70000
1248.0,88.5,24.3,40000
2523.0,62.1,15.96,157000
2179.0,120.0,15.4,90000
1086.0,68.05,19.81,80000
,,,90000
,,,80000
,,,80000
1461.0,65.0,21.03,70000
995.0,63.0,16.0,50000
1399.0,68.0,20.0,60000
1461.0,65.0,20.8,106000
2179.0,120.0,10.5,80000
2523.0,63.0,15.96,80000
2494.0,100.0,12.99,110000
2523.0,63.0,13.6,120000
998.0,67.1,20.92,27000
796.0,46.3,19.7,70000
1061.0,67.0,18.9,70000
1493.0,100.0,17.45,50000
1186.0,73.97,25.4,60000
1197.0,81.8,22.0,15000
,,,40000
2498.0,112.0,14.0,135000
1199.0,84.0,23.84,26300
2523.0,62.1,15.96,120000
1248.0,74.02,28.4,35000
1197.0,83.14,20.85,30000
2523.0,62.1,15.96,165000
1193.0,88.7,17.57,50000
1461.0,84.8,21.64,120000
1399.0,68.0,20.0,100000
,,,90000
1586.0,104.68,15.0,120000
1373.0,91.1,17.5,70000
,,,90000
1197.0,81.83,18.6,72000
999.0,67.0,23.01,50000
,,,5000
624.0,37.48,25.4,30000
2179.0,147.94,14.1,20000
1248.0,88.5,26.21,110000
799.0,53.3,25.17,25000
2494.0,100.6,12.99,120000
796.0,46.3,19.7,40000
799.0,53.3,25.17,10000
1061.0,67.0,18.9,65000
1390.0,75.0,13.87,110000
2523.0,63.0,13.6,120000
1196.0,73.0,15.37,72000
1248.0,73.94,23.2,89100
1599.0,104.0,17.4,94000
814.0,55.2,21.1,120000
995.0,62.1,16.2,110000
1248.0,88.5,28.09,50000
1405.0,62.0,16.8,90000
1199.0,82.4,18.2,23000
796.0,34.2,16.8,50000
2498.0,112.0,14.0,300000
998.0,67.1,20.92,50000
1197.0,81.86,17.4,16000
1396.0,88.73,21.19,126000
1197.0,81.86,20.14,15000
1197.0,85.8,17.5,200000
796.0,46.3,19.7,120000
1341.0,83.0,15.3,120000
1197.0,78.9,16.95,110000
1196.0,73.0,15.37,38000
1368.0,90.0,15.0,104000
1497.0,117.3,15.4,120000
1248.0,88.5,24.3,35000
1248.0,74.0,22.9,210000
796.0,37.0,16.1,35000
1248.0,73.9,21.1,85000
998.0,67.1,18.9,80000
2143.0,170.0,14.84,50000
1396.0,90.0,23.0,40000
2494.0,102.0,12.8,216000
998.0,67.04,20.51,65000
1341.0,83.0,15.3,100000
1248.0,88.5,28.09,84000
2494.0,100.0,12.99,210000
1150.0,74.9,15.26,60000
1341.0,83.0,15.3,100000
1298.0,88.2,16.1,78000
1493.0,100.0,13.0,161000
796.0,46.3,19.7,70000
624.0,35.0,26.0,50000
1461.0,108.5,19.98,65000
799.0,53.3,25.17,50000
1197.0,81.8,20.52,25000
2523.0,62.1,15.96,100000
1197.0,81.83,18.6,6000
1498.0,98.6,21.9,72113
1396.0,70.0,23.57,40000
1197.0,81.83,18.6,8000
1197.0,85.8,21.1,20000
1405.0,69.01,19.09,45000
1248.0,74.0,23.4,80000
1248.0,74.0,25.2,90000
1248.0,88.5,25.1,25000
1248.0,90.0,18.8,100000
1388.0,68.0,16.6,60000
1396.0,88.76,21.19,30000
2609.0,120.0,10.5,120000
2179.0,138.03,13.93,80000
1598.0,103.6,20.54,69000
1199.0,79.4,18.6,75000
796.0,46.3,19.7,113000
1120.0,71.01,24.4,90000
1461.0,63.12,23.08,100000
1248.0,74.0,22.3,110000
1498.0,98.59,22.77,90000
1399.0,68.0,20.0,100000
1186.0,73.97,25.4,50000
1248.0,91.7,20.5,200000
2199.0,194.3,13.01,146000
1598.0,102.5,12.9,80000
2179.0,138.1,11.57,96443
2354.0,177.6,11.7,100000
1197.0,81.8,21.21,10000
1248.0,74.0,23.4,110000
2179.0,138.1,14.0,86000
1248.0,74.0,23.4,100000
1396.0,88.73,22.54,91000
1197.0,78.9,20.36,100000
1248.0,74.0,23.4,120000
1497.0,118.0,17.0,90000
796.0,47.3,22.74,60000
799.0,53.3,25.17,51500
1248.0,74.0,22.1,60000
1399.0,68.0,20.0,104500
1498.0,98.96,23.0,30000
1461.0,108.45,19.01,120000
1248.0,74.0,22.9,100000
1799.0,130.0,13.5,90000
998.0,67.1,18.9,150000
998.0,67.1,18.9,60000
1396.0,105.5,17.43,50000
1186.0,73.97,24.0,10000
1997.0,120.0,15.4,120000
1197.0,81.83,18.6,40000
,,,120000
796.0,47.3,22.74,50000
1196.0,73.0,15.37,90000
1461.0,83.8,20.45,90000
1197.0,81.8,21.21,10000
909.0,45.0,23.5,10000
998.0,67.05,23.95,27000
1248.0,74.0,26.59,70000
796.0,34.2,16.8,50000
,,,60000
1120.0,70.0,24.0,110000
793.0,47.0,27.62,100000
1497.0,121.0,17.3,50000
1248.0,75.0,17.8,105000
2494.0,100.6,12.99,110000
2179.0,140.0,15.1,60000
999.0,123.37,18.88,49102
1086.0,62.1,17.92,60000
,,,120000
936.0,57.6,25.44,90000
1198.0,86.8,19.4,33033
1197.0,82.0,18.9,63063
1461.0,108.45,19.01,81000
1186.0,73.97,25.4,80000
1461.0,108.45,19.01,105000
,,,60000
1373.0,91.1,17.5,227000
1461.0,108.45,19.01,100000
1396.0,88.76,21.9,70000
1598.0,103.6,20.54,120000
796.0,46.3,19.7,80000
2179.0,138.1,11.57,120000
1086.0,62.1,17.92,40000
1197.0,78.9,20.36,53000
1248.0,74.0,25.2,60000
1197.0,81.83,18.6,30000
1598.0,103.6,20.54,100000
2393.0,147.8,13.68,70000
1248.0,88.8,20.77,98000
814.0,55.2,21.1,60000
1197.0,78.9,20.36,80000
2696.0,184.0,11.18,117000
1199.0,88.7,18.7,8576
1199.0,84.0,20.3,19723
1497.0,116.3,16.8,21446
1248.0,88.5,25.1,52289
2179.0,120.0,15.4,52236
2179.0,120.0,15.4,54470
1396.0,90.0,21.9,25471
1199.0,84.48,23.84,33928
1493.0,100.0,18.49,59736
1497.0,118.0,17.0,54290
1198.0,86.8,19.4,2118
2179.0,120.0,15.4,61379
1497.0,117.3,17.4,58544
998.0,67.05,21.79,74381
796.0,37.0,16.1,35000
1498.0,89.84,22.7,63982
998.0,67.1,18.9,65000
2523.0,62.1,15.96,74000
1461.0,108.45,19.01,56429
1197.0,78.9,20.36,56000
1086.0,68.07,20.3,19500
1197.0,81.83,18.6,30000
1396.0,88.73,22.54,53000
1197.0,81.86,20.14,5000
1591.0,121.4,17.01,25000
1498.0,98.6,26.0,72000
,,,72000
2523.0,63.0,13.6,80000
1598.0,103.5,15.0,29000
1461.0,83.14,19.87,56832
1197.0,81.86,18.6,30528
1498.0,98.63,24.7,65285
2393.0,147.51,13.68,20102
1199.0,88.7,18.7,43000
1364.0,67.04,23.59,52380
1498.0,74.96,21.0,74250
1197.0,81.8,20.89,57247
1248.0,88.5,24.3,52000
1498.0,97.7,16.95,47000
1399.0,68.0,17.8,80000
1248.0,75.0,18.0,85000
1248.0,73.9,19.3,100000
1498.0,97.7,16.95,110000
1248.0,91.7,20.4,178000
796.0,46.3,19.7,120000
1956.0,170.0,16.3,70000
1968.0,167.6,12.8,120000
2494.0,102.0,12.8,155000
998.0,67.04,20.51,30000
1061.0,67.0,18.9,60000
1199.0,73.9,22.07,70000
1396.0,88.73,22.54,40000
1582.0,126.32,22.32,120000
1248.0,74.0,26.59,120000
814.0,55.2,21.1,50000
1399.0,68.1,20.0,100000
1396.0,90.0,23.0,120000
1248.0,74.0,22.9,90000
998.0,67.1,19.0,90000
2498.0,112.0,14.0,100000
624.0,37.48,21.9,20000
1493.0,110.0,18.1,90000
1496.0,88.7,17.6,120000
1498.0,99.0,25.83,35000
1991.0,150.0,11.8,120000
796.0,37.0,16.1,120000
1396.0,88.76,22.54,10000
,,,100000
1498.0,98.6,25.5,65000
1799.0,130.0,13.5,90000
998.0,67.1,20.92,90000
1396.0,88.76,21.19,42323
1497.0,116.3,16.8,42462
1248.0,74.0,25.2,54723
1498.0,98.6,27.3,30000
1998.0,190.0,19.62,42545
1248.0,88.5,25.1,32000
,0.0,,41232
,0.0,,41232
1197.0,81.8,20.89,20375
1248.0,74.0,28.4,43978
1248.0,88.5,24.3,50000
1498.0,74.96,21.0,40200
1197.0,81.83,18.6,30000
1248.0,88.8,20.77,90000
1498.0,98.96,21.7,48000
1498.0,98.63,27.4,27233
1248.0,74.0,23.4,28832
1368.0,90.0,15.0,35000
1373.0,93.7,16.02,35000
1248.0,88.5,24.3,40000
1497.0,78.0,17.7,80000
1493.0,100.0,17.21,30000
1086.0,68.05,19.81,50000
1248.0,74.0,26.59,40000
1373.0,93.7,16.02,25000
2179.0,152.87,15.1,120000
1248.0,73.9,21.1,60000
2523.0,63.0,15.96,110000
1997.0,120.0,15.4,67000
1399.0,68.0,20.0,50000
1061.0,64.0,18.2,40000
2179.0,138.1,11.57,120000
796.0,37.0,16.1,100000
2179.0,120.0,10.5,98000
2523.0,63.0,13.6,150000
1248.0,74.0,22.1,38000
1364.0,67.05,23.59,120000
1399.0,68.0,20.0,103000
796.0,37.0,16.1,60000
1248.0,88.5,24.3,80000
1248.0,88.76,20.77,50000
1248.0,74.0,25.2,90000
1497.0,108.5,21.5,70000
1991.0,112.2,14.9,110000
1199.0,83.83,23.84,30000
1248.0,74.0,26.59,80000
1248.0,73.9,19.3,110000
1248.0,90.0,18.8,120000
993.0,60.0,17.3,120000
1197.0,81.83,18.6,70000
1396.0,88.76,22.54,60000
796.0,46.3,19.7,90000
1248.0,75.0,19.5,142500
2179.0,120.0,12.05,90000
1086.0,68.05,19.81,50000
1498.0,98.6,25.8,90000
1248.0,74.0,26.59,115000
1396.0,98.6,15.0,150000
1197.0,81.8,20.4,68000
2523.0,62.1,15.96,90000
1497.0,116.3,15.6,110000
2523.0,62.1,15.96,70000
2179.0,140.0,15.1,80000
,,,118000
1086.0,68.05,19.81,100000
998.0,67.1,18.9,70000
796.0,37.0,16.1,77000
1248.0,74.02,28.4,35500
998.0,67.04,20.51,17500
998.0,67.05,23.95,27000
1186.0,73.97,24.0,60000
998.0,67.04,20.51,25000
1248.0,74.0,26.59,80000
796.0,46.3,19.7,60000
1199.0,73.9,22.07,38000
,,,60000
2494.0,102.0,12.8,110000
1498.0,98.6,21.9,92000
2523.0,62.1,15.96,180000
1197.0,83.1,21.4,10000
796.0,47.3,24.7,35000
1248.0,74.0,28.4,35000
1120.0,70.0,24.0,23000
1396.0,69.0,19.09,150000
1120.0,71.0,24.4,70000
1197.0,81.83,18.6,40000
1396.0,90.0,21.9,100000
796.0,47.3,24.7,50000
1248.0,73.9,19.3,120000
1120.0,71.0,24.4,60000
796.0,47.3,22.74,28000
1298.0,85.8,17.5,60000
1248.0,73.9,19.3,80000
3198.0,197.0,10.91,12000
1199.0,88.76,19.5,4500
1396.0,69.0,25.0,70000
1461.0,83.8,19.87,120000
1199.0,88.7,19.0,80000
2179.0,138.1,11.57,150000
1390.0,75.0,15.7,120000
1248.0,74.0,23.4,50000
1497.0,116.3,16.8,83000
1248.0,74.02,28.4,20000
2755.0,174.5,12.9,49000
1198.0,86.8,18.5,6750
1373.0,91.1,20.73,26000
1197.0,81.86,17.0,52000
1582.0,126.2,17.01,51000
1197.0,81.8,22.0,20000
1197.0,85.8,18.5,18500
1493.0,100.0,18.49,142000
1499.0,110.4,15.85,50478
1199.0,83.83,23.84,9200
1461.0,83.8,19.87,40000
1197.0,81.8,21.01,5000
799.0,53.64,22.7,2300
796.0,47.3,22.74,40000
2489.0,95.0,14.0,119000
796.0,46.3,19.7,100000
1248.0,88.5,24.52,100000
1061.0,67.0,18.9,50000
1196.0,73.0,15.1,80000
1198.0,108.5,17.0,15000
1198.0,86.7,17.8,1303
1968.0,188.0,17.01,31800
2487.0,214.56,22.37,20000
1999.0,177.0,19.33,45000
3604.0,280.0,9.5,17000
1496.0,105.5,17.1,4295
1496.0,105.5,17.1,5229
1197.0,81.86,20.7,4701
1197.0,81.8,21.01,6757
1598.0,103.52,14.3,28182
1498.0,104.55,14.23,11533
1497.0,117.3,17.8,11688
2494.0,157.7,19.16,68089
1794.0,138.1,14.53,57728
1248.0,88.5,28.09,23712
1499.0,110.0,16.5,70670
796.0,47.3,22.74,43381
1497.0,117.3,18.0,79011
1199.0,88.7,18.2,56494
1248.0,88.73,21.79,50000
998.0,67.1,18.9,40000
1197.0,81.86,18.9,10000
2498.0,105.0,16.55,35000
1197.0,85.8,18.5,58500
1197.0,83.1,21.4,20000
1198.0,75.0,18.06,43500
2179.0,153.86,17.6,30000
1498.0,98.59,22.77,63000
2523.0,62.1,15.96,35000
1396.0,69.0,19.09,110000
2179.0,153.86,17.6,25000
1197.0,81.86,17.36,30000
2523.0,62.1,15.96,50000
1497.0,121.0,17.3,35000
999.0,67.0,23.01,30000
1497.0,117.3,17.4,56000
998.0,67.04,20.51,12700
1497.0,108.5,21.5,35000
1197.0,82.0,19.1,30000
2179.0,120.0,12.05,120000
2179.0,147.94,14.1,100000
799.0,53.3,25.17,34000
2489.0,95.0,13.0,56000
1086.0,68.05,19.81,90000
1086.0,62.1,17.92,65000
2179.0,138.0,13.93,80000
2179.0,120.0,12.05,90000
998.0,67.05,23.95,40000
1582.0,126.2,19.67,58000
1194.0,94.68,19.0,19100
1462.0,103.0,19.34,25000
796.0,46.3,19.7,49455
814.0,55.2,21.1,100000
1248.0,74.0,22.3,120000
1197.0,80.0,17.0,90000
1248.0,76.9,22.1,46815
1405.0,70.0,19.4,110000
814.0,55.2,21.1,80000
1248.0,88.8,20.77,100000
998.0,67.06,20.51,80000
1197.0,81.86,20.14,40000
998.0,67.04,23.1,70000
1405.0,71.0,17.0,80000
796.0,47.3,22.74,40000
1405.0,71.0,17.0,80000
1198.0,75.0,18.06,60000
1197.0,81.83,18.6,50000
1396.0,88.73,22.54,30000
1197.0,82.0,18.9,25000
2494.0,102.0,12.8,334000
1493.0,100.0,17.45,100000
1461.0,108.45,19.01,175000
1586.0,103.3,12.6,65000
1586.0,103.3,12.6,65000
1086.0,62.1,17.92,90000
1399.0,68.0,20.0,80000
2179.0,140.0,16.36,110000
,,,80000
1339.0,108.5,20.0,60000
2489.0,93.7,14.95,160000
2179.0,120.0,11.79,100875
1197.0,83.1,21.4,20000
1197.0,83.14,20.85,30000
1120.0,70.0,24.0,118000
1582.0,126.32,22.32,69000
1197.0,83.14,20.85,25000
1197.0,81.86,16.9,100000
1248.0,74.0,26.59,110000
1461.0,83.8,20.45,60000
1086.0,62.0,0.0,128000
1047.0,69.0,27.28,120000
,,,80000
1197.0,81.86,20.7,5000
1197.0,78.9,20.36,90000
1582.0,126.2,19.67,90000
2354.0,177.6,12.8,144030
1498.0,98.6,25.1,200000
1197.0,81.83,18.6,29000
1461.0,66.0,17.0,176000
1396.0,69.0,19.09,150000
796.0,34.2,16.8,90000
1598.0,103.2,15.04,70000
1461.0,65.0,19.2,99000
1199.0,84.0,23.84,5000
1991.0,123.7,16.52,90000
1248.0,73.9,21.1,89000
1405.0,62.0,16.8,88000
1248.0,74.0,26.59,30000
1248.0,74.0,26.59,50000
1248.0,74.0,23.4,80000
1396.0,88.73,22.54,40000
1248.0,88.76,20.77,110000
1582.0,126.2,19.67,48000
1968.0,138.03,16.96,97000
1498.0,108.6,22.15,60000
2987.0,165.0,0.0,110000
1496.0,105.5,17.8,12800
814.0,55.2,21.1,40000
1248.0,74.0,28.4,49000
1197.0,85.8,18.5,25000
796.0,47.3,22.74,65000
1248.0,91.7,20.4,20000
999.0,75.0,18.78,17000
1248.0,88.5,23.65,15000
1364.0,67.04,23.59,120000
1197.0,80.0,18.5,49000
1197.0,81.83,18.6,29000
1461.0,108.5,19.61,55000
1497.0,121.0,17.3,5000
1497.0,108.5,21.5,35000
1198.0,67.0,20.63,5000
1498.0,98.59,22.77,60000
1197.0,83.14,20.85,70000
1493.0,110.0,16.8,120000
1493.0,100.0,18.49,65100
1197.0,81.8,20.89,20000
1396.0,88.73,21.19,108000
1197.0,81.8,21.21,15000
1086.0,62.1,17.92,77000
998.0,67.04,20.51,18500
1493.0,100.0,18.49,120000
799.0,53.3,25.17,15200
1497.0,117.3,17.3,35000
1582.0,126.32,22.32,80000
814.0,55.2,21.1,70000
2179.0,140.0,15.1,80000
1461.0,108.5,19.01,120000
1998.0,163.7,17.3,82000
1999.0,177.0,13.6,9000
2487.0,214.56,22.37,20000
1999.0,177.0,19.33,45000
2179.0,147.94,14.1,110000
1969.0,190.0,18.0,20000
2494.0,157.7,19.16,68089
998.0,67.05,21.79,58343
1248.0,74.0,27.39,38817
1199.0,88.7,18.2,56494
2494.0,100.6,12.99,79328
1197.0,81.8,22.0,5621
1496.0,88.73,16.78,25538
1197.0,81.8,22.0,69779
1186.0,73.97,24.0,56290
1995.0,190.0,16.78,7500
1995.0,190.0,16.78,8500
1199.0,88.76,19.0,7032
1598.0,103.5,14.3,11000
1984.0,150.0,16.8,2000
1497.0,118.0,16.8,60000
1197.0,78.9,17.71,50000
1399.0,68.0,20.0,70000
1498.0,98.6,25.8,70000
1396.0,90.0,23.0,90000
1248.0,88.5,24.52,70000
796.0,47.3,22.74,50000
796.0,35.0,19.7,120000
1197.0,81.86,17.19,5000
2179.0,147.94,17.6,25000
2179.0,120.0,12.05,80000
1197.0,82.0,18.9,25000
1248.0,74.0,22.95,15000
998.0,67.1,20.92,35000
796.0,46.3,19.7,80000
1497.0,108.5,21.5,25000
1498.0,108.62,21.66,52000
1498.0,108.62,21.66,52000
1198.0,77.0,25.32,80000
,,,77000
2755.0,174.5,15.04,50000
1248.0,74.02,28.4,127000
1199.0,88.7,17.5,30000
1248.0,88.5,24.52,70000
2179.0,140.0,16.0,54000
2835.0,116.9,10.5,120000
1396.0,90.0,23.0,116500
2494.0,100.0,12.99,145000
1197.0,82.85,18.5,120000
2179.0,138.1,13.93,120000
1498.0,99.0,25.83,80000
1373.0,93.7,16.02,140000
1599.0,103.2,13.9,100000
1197.0,81.86,20.14,100000
2494.0,102.0,12.8,168000
1991.0,147.9,18.3,120000
1364.0,67.05,23.59,145000
1399.0,68.0,20.0,90000
1197.0,81.86,20.14,90000
1956.0,170.0,17.1,80000
1194.0,94.93,19.4,33000
1199.0,82.4,18.2,13500
1405.0,70.0,17.0,80000
1197.0,81.83,18.6,20000
1248.0,74.0,23.4,58000
814.0,55.2,21.1,40000
1497.0,117.3,17.4,30000
796.0,37.0,16.1,50000
1498.0,99.0,25.83,73000
1248.0,73.94,23.2,90000
998.0,67.04,20.51,50000
1582.0,126.3,22.32,80000
1396.0,90.0,21.9,70000
995.0,62.0,18.0,41000
1198.0,73.9,16.47,50000
1399.0,67.0,19.68,113226
1399.0,68.1,20.0,90000
,,,70000
2179.0,115.0,13.5,160500
1373.0,91.1,19.12,30000
1461.0,108.45,19.72,132000
1248.0,74.0,22.9,120000
1599.0,103.2,16.2,80000
1997.0,120.0,15.4,57000
1197.0,81.8,22.0,5000
1591.0,121.3,17.01,25000
1582.0,126.2,19.67,80000
1991.0,123.7,16.52,88000
2494.0,100.6,12.99,217000
1198.0,67.0,20.62,60000
1197.0,83.14,20.85,43000
1498.0,103.6,21.66,77000
799.0,53.3,25.17,30000
796.0,47.3,22.74,40000
1248.0,73.8,18.2,139000
1197.0,82.0,18.9,80000
936.0,56.3,25.44,76000
1197.0,81.86,18.6,3500
796.0,37.0,16.1,62000
